Date of data,Commodity code,Commodity,Trading partner code,Trading partner,Quantity,Unit,Supplimentary Quantity,Supplimentary Unit,US dollar
201908,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",352,"Czechia(Czech Republic)",6,Number of item,11827,Kilogram,"265,870"
201908,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",353,Slovakia,2,Number of item,4027,Kilogram,"92,703"
201908,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",355,Bosnia and Herzegovina,1,Number of item,2077,Kilogram,"46,332"
201908,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",410,Brazil,162,Number of item,317805,Kilogram,"6,723,677"
201908,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",433,Paraguay,1,Number of item,2295,Kilogram,"36,640"
201908,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",501,Canada,19,Number of item,37431,Kilogram,"800,653"
201908,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",502,United States,3,Number of item,6231,Kilogram,"141,877"
201908,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",601,Australia,13,Number of item,25350,Kilogram,"607,726"
201908,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",103,Bangladesh,14028,Number of item,3683781,Kilogram,"9,391,725"
201908,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",106,Myanmar,2,Number of item,2500,Kilogram,"7,263"
201908,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",107,Cambodia,2,Number of item,365,Kilogram,"1,290"
201908,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",108,Cyprus,8,Number of item,3440,Kilogram,"34,870"
201908,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",111,India,7775,Number of item,1745238,Kilogram,"3,609,101"
201908,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",112,Indonesia,1,Number of item,830,Kilogram,"8,005"
201908,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",114,Iraq,1,Number of item,200,Kilogram,"1,000"
201908,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",115,Israel,2,Number of item,3084,Kilogram,"48,008"
201908,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",116,Japan,85,Number of item,53456,Kilogram,"370,457"
201908,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",118,Kuwait,4,Number of item,3420,Kilogram,"32,600"
201908,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",119,Lao,2,Number of item,1820,Kilogram,"12,638"
201908,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",120,Lebanon,3,Number of item,2438,Kilogram,"52,000"
201908,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",123,Maldives,6,Number of item,3020,Kilogram,"33,403"
201908,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",124,Mongolia,5,Number of item,5720,Kilogram,"32,170"
201908,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",125,Nepal,33,Number of item,23982,Kilogram,"111,515"
201908,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",129,Philippines,623,Number of item,116738,Kilogram,"347,195"
201908,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",132,Singapore,35,Number of item,71162,Kilogram,"892,541"
201908,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",133,Republic of Korea,227,Number of item,48856,Kilogram,"209,269"
201908,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",136,Thailand,700,Number of item,830682,Kilogram,"10,076,632"
201908,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",141,Viet Nam,4,Number of item,6510,Kilogram,"46,545"
201908,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",143,"Taiwan,China",1,Number of item,750,Kilogram,"6,000"
201908,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",144,Timor-Leste,15,Number of item,7200,Kilogram,"16,500"
201908,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",145,Kazakhstan,1,Number of item,600,Kilogram,"2,000"
201908,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",215,Egypt,6,Number of item,2840,Kilogram,"20,764"
201908,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",217,Ethiopia,2,Number of item,200,Kilogram,"1,309"
201908,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",220,Ghana,2,Number of item,1684,Kilogram,"23,940"
201908,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",224,Kenya,1,Number of item,378,Kilogram,"2,240"
201908,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",226,Libya,6,Number of item,2900,Kilogram,"12,233"
201908,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",237,R¨¦union,2,Number of item,3122,Kilogram,"36,584"
201908,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",246,Sudan,1,Number of item,260,Kilogram,"1,088"
201908,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",249,Tunisia,1,Number of item,1542,Kilogram,"24,064"
201908,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",252,"Democratic Republic of Congo",10,Number of item,4100,Kilogram,"25,722"
201908,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",301,Belgium,32,Number of item,46720,Kilogram,"720,000"
201908,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",302,Denmark,66,Number of item,25980,Kilogram,"133,775"
201908,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",303,United Kingdom,50,Number of item,77100,Kilogram,"919,009"
201908,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",304,Germany,129,Number of item,81053,Kilogram,"754,219"
201908,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",305,France,9,Number of item,4790,Kilogram,"33,570"
201908,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",307,Italy,24,Number of item,5565,Kilogram,"38,745"
201908,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",309,Netherlands,54,Number of item,39723,Kilogram,"386,058"
201908,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",310,Greece,1,Number of item,466,Kilogram,"4,125"
201908,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",311,Portugal,1,Number of item,405,Kilogram,"1,390"
201908,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",312,Spain,7,Number of item,26366,Kilogram,"345,344"
201908,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",316,Bulgaria,4,Number of item,2690,Kilogram,"29,866"
201908,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",318,Finland,36,Number of item,12600,Kilogram,"82,620"
201908,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",324,Malta,5,Number of item,2269,Kilogram,"14,200"
201908,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",326,Norway,1,Number of item,1050,Kilogram,"24,715"
201908,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",327,Poland,2,Number of item,1300,Kilogram,"14,800"
201908,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",328,Romania,1,Number of item,770,Kilogram,"8,200"
201908,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",330,Sweden,17,Number of item,15850,Kilogram,"131,741"
201908,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",331,Switzerland,1,Number of item,550,Kilogram,"2,944"
201908,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",335,Latvia,14,Number of item,4665,Kilogram,"34,063"
201908,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",337,Georgia(Before 2023),1,Number of item,1500,Kilogram,"13,520"
201908,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",340,Belarus,1,Number of item,360,Kilogram,"2,740"
201908,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",344,Russia,3,Number of item,2700,Kilogram,"27,000"
201908,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",347,Ukraine,19,Number of item,27740,Kilogram,"408,500"
201908,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",351,Croatia,1,Number of item,650,Kilogram,"4,000"
201908,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",358,Serbia,4,Number of item,2816,Kilogram,"36,000"
201908,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",410,Brazil,27,Number of item,4121,Kilogram,"15,970"
201908,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",412,Chile,17,Number of item,10680,Kilogram,"48,800"
201908,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",413,Colombia,61,Number of item,112500,Kilogram,"1,756,939"
201908,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",418,Dominican Republic,2,Number of item,2920,Kilogram,"43,200"
201908,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",419,Ecuador,54,Number of item,98175,Kilogram,"1,539,679"
201908,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",429,Mexico,59,Number of item,95550,Kilogram,"1,291,078"
201908,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",433,Paraguay,9,Number of item,10920,Kilogram,"107,890"
201908,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",434,Peru,2,Number of item,3000,Kilogram,"41,000"
201908,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",444,Uruguay,2,Number of item,2850,Kilogram,"45,362"
201908,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",501,Canada,54,Number of item,19518,Kilogram,"275,316"
201908,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",502,United States,35,Number of item,35460,Kilogram,"500,579"
201908,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",609,New Zealand,7,Number of item,1750,Kilogram,"11,488"
201908,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",618,Kiribati,1,Number of item,150,Kilogram,"1,050"
201909,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",122,Malaysia,1,Number of item,2371,Kilogram,"21,200"
201909,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",133,Republic of Korea,1,Number of item,2077,Kilogram,"57,552"
201909,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",301,Belgium,67,Number of item,131285,Kilogram,"2,671,434"
201909,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",302,Denmark,8,Number of item,15600,Kilogram,"320,646"
201909,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",303,United Kingdom,135,Number of item,264901,Kilogram,"5,723,051"
201909,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",304,Germany,309,Number of item,608173,Kilogram,"12,942,965"
201909,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",305,France,198,Number of item,386608,Kilogram,"7,892,790"
201909,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",306,Ireland,6,Number of item,11700,Kilogram,"247,921"
201909,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",307,Italy,89,Number of item,173550,Kilogram,"3,466,764"
201909,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",309,Netherlands,68,Number of item,132727,Kilogram,"2,818,417"
201909,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",310,Greece,9,Number of item,17550,Kilogram,"361,345"
201909,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",311,Portugal,61,Number of item,119204,Kilogram,"2,358,954"
201909,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",312,Spain,90,Number of item,176516,Kilogram,"3,550,459"
201909,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",315,Austria,17,Number of item,33404,Kilogram,"705,045"
201909,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",318,Finland,143,Number of item,280247,Kilogram,"5,901,809"
201909,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",321,Hungary,14,Number of item,27427,Kilogram,"579,820"
201909,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",322,Iceland,2,Number of item,3900,Kilogram,"77,496"
201909,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",324,Malta,1,Number of item,1950,Kilogram,"40,275"
201909,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",326,Norway,207,Number of item,403904,Kilogram,"8,441,868"
201909,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",327,Poland,8,Number of item,15727,Kilogram,"347,016"
201909,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",328,Romania,2,Number of item,3900,Kilogram,"80,921"
201909,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",330,Sweden,200,Number of item,394282,Kilogram,"9,119,011"
201909,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",331,Switzerland,87,Number of item,169777,Kilogram,"3,666,881"
201909,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",343,Moldova,1,Number of item,1950,Kilogram,"41,402"
201909,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",352,"Czechia(Czech Republic)",9,Number of item,17550,Kilogram,"379,556"
201909,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",353,Slovakia,2,Number of item,3900,Kilogram,"79,245"
201909,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",410,Brazil,256,Number of item,502248,Kilogram,"10,317,021"
201909,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",501,Canada,13,Number of item,25731,Kilogram,"576,876"
201909,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",502,United States,5,Number of item,10385,Kilogram,"221,781"
201909,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",601,Australia,12,Number of item,23400,Kilogram,"561,029"
201909,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",609,New Zealand,3,Number of item,5850,Kilogram,"136,229"
201909,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",623,French Polynesia,6,Number of item,14340,Kilogram,"247,991"
201909,87037000,"Motor vehicles designed mainly for transport of persons, with both compression-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",202,Angola,3,Number of item,4020,Kilogram,"15,000"
201909,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",103,Bangladesh,13841,Number of item,3372071,Kilogram,"8,202,151"
201909,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",107,Cambodia,10,Number of item,3750,Kilogram,"15,400"
201909,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",111,India,4934,Number of item,1116969,Kilogram,"2,442,633"
201909,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",114,Iraq,42,Number of item,7200,Kilogram,"17,885"
201909,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",116,Japan,18,Number of item,6293,Kilogram,"28,000"
201909,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",118,Kuwait,1,Number of item,1000,Kilogram,"8,950"
201909,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",119,Lao,7,Number of item,7960,Kilogram,"128,807"
201909,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",120,Lebanon,25,Number of item,8220,Kilogram,"38,550"
201909,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",122,Malaysia,6,Number of item,3800,Kilogram,"117,900"
201909,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",123,Maldives,1,Number of item,490,Kilogram,"3,780"
201909,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",125,Nepal,275,Number of item,96205,Kilogram,"232,584"
201909,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",129,Philippines,456,Number of item,74896,Kilogram,"276,306"
201909,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",131,Saudi Arabia,4,Number of item,2248,Kilogram,"17,077"
201909,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",132,Singapore,10,Number of item,24200,Kilogram,"317,170"
201909,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",133,Republic of Korea,112,Number of item,27907,Kilogram,"227,108"
201909,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",134,Sri Lanka,9,Number of item,13878,Kilogram,"211,500"
201909,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",136,Thailand,132,Number of item,51217,Kilogram,"314,764"
201909,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",141,Viet Nam,2,Number of item,1800,Kilogram,"5,220"
201909,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",144,Timor-Leste,16,Number of item,6650,Kilogram,"17,600"
201909,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",145,Kazakhstan,4,Number of item,955,Kilogram,"3,050"
201909,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",149,Uzbekistan,2,Number of item,896,Kilogram,"3,400"
201909,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",215,Egypt,4,Number of item,3624,Kilogram,"16,366"
201909,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",220,Ghana,1,Number of item,1100,Kilogram,"10,240"
201909,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",224,Kenya,3,Number of item,2550,Kilogram,"21,932"
201909,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",227,Madagascar,31,Number of item,12020,Kilogram,"29,735"
201909,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",232,Morocco,10,Number of item,212900,Kilogram,"2,796,714"
201909,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",244,South Africa,1,Number of item,400,Kilogram,"1,600"
201909,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",302,Denmark,19,Number of item,6691,Kilogram,"42,790"
201909,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",303,United Kingdom,357,Number of item,541595,Kilogram,"6,485,744"
201909,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",304,Germany,150,Number of item,157910,Kilogram,"3,361,612"
201909,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",305,France,2,Number of item,1470,Kilogram,"16,209"
201909,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",307,Italy,22,Number of item,23715,Kilogram,"350,853"
201909,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",309,Netherlands,577,Number of item,838330,Kilogram,"11,409,828"
201909,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",310,Greece,17,Number of item,5920,Kilogram,"51,522"
201909,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",312,Spain,14,Number of item,9070,Kilogram,"73,350"
201909,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",318,Finland,56,Number of item,18400,Kilogram,"107,120"
201909,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",324,Malta,42,Number of item,19439,Kilogram,"137,108"
201909,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",326,Norway,100,Number of item,105000,Kilogram,"2,110,647"
201909,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",327,Poland,2,Number of item,700,Kilogram,"7,000"
201909,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",330,Sweden,7,Number of item,9660,Kilogram,"261,126"
201909,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",331,Switzerland,15,Number of item,9870,Kilogram,"63,164"
201909,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",335,Latvia,4,Number of item,1600,Kilogram,"6,850"
201909,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",337,Georgia(Before 2023),1,Number of item,1590,Kilogram,"13,000"
201909,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",347,Ukraine,10,Number of item,13720,Kilogram,"164,500"
201909,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",352,"Czechia(Czech Republic)",11,Number of item,4870,Kilogram,"28,201"
201909,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",402,Argentina,2,Number of item,720,Kilogram,"5,100"
201909,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",408,Bolivia,70,Number of item,33895,Kilogram,"238,528"
201909,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",410,Brazil,88,Number of item,61520,Kilogram,"753,175"
201909,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",412,Chile,4,Number of item,1642,Kilogram,"6,080"
201909,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",413,Colombia,4,Number of item,3068,Kilogram,"42,050"
201909,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",419,Ecuador,1,Number of item,1860,Kilogram,"28,017"
201909,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",423,Guatemala,4,Number of item,2470,Kilogram,"16,586"
201909,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",429,Mexico,7,Number of item,2420,Kilogram,"12,660"
201909,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",432,Panama,1,Number of item,1070,Kilogram,"6,050"
201909,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",433,Paraguay,1,Number of item,1780,Kilogram,"31,800"
201909,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",434,Peru,2,Number of item,700,Kilogram,"3,900"
201909,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",444,Uruguay,30,Number of item,15940,Kilogram,"93,371"
201909,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",501,Canada,5,Number of item,490,Kilogram,"2,070"
201909,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",502,United States,12,Number of item,11855,Kilogram,"188,046"
201909,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",601,Australia,1,Number of item,850,Kilogram,"6,503"
201909,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",623,French Polynesia,3,Number of item,6132,Kilogram,"94,000"
201910,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",115,Israel,3,Number of item,6231,Kilogram,"130,341"
201910,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",117,Jordan,1,Number of item,2215,Kilogram,"21,860"
201910,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",133,Republic of Korea,8,Number of item,16616,Kilogram,"433,328"
201910,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",244,South Africa,1,Number of item,2077,Kilogram,"41,015"
201910,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",301,Belgium,48,Number of item,95251,Kilogram,"1,904,055"
201910,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",302,Denmark,14,Number of item,27427,Kilogram,"559,463"
201910,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",303,United Kingdom,84,Number of item,164054,Kilogram,"3,463,930"
