"","Year","Quarter","Sector","Measure","Value","SE","Lower.CI","Upper.CI","date"
"3471",2020,3,"314","Lack of sufficient fuel or energy",0,"0",NA,NA,2020-07-01
"3472",2020,3,"314","Equipment limitations",0,"0",NA,NA,2020-07-01
"3473",2020,3,"314","Storage limitations",0,"0",NA,NA,2020-07-01
"3474",2020,3,"314","Logistics/transportation constraints",NA,"D",NA,NA,2020-07-01
"3475",2020,3,"314","Sufficient inventory of finished goods",NA,"16.7",NA,NA,2020-07-01
"3476",2020,3,"314","Strike or work stoppage",0,"3.4",NA,NA,2020-07-01
"3477",2020,3,"314","Seasonal operations",NA,"4.6",NA,NA,2020-07-01
"3478",2020,3,"314","Environmental restrictions",0,"D",NA,NA,2020-07-01
"3479",2020,3,"314","Other (actual production less than full production)",24.5,"D",NA,NA,2020-07-01
"3480",2020,3,"315","Building capital expenditures",0,"5.8",NA,NA,2020-07-01
"3481",2020,3,"315","Machinery capital expenditures",0,"4",NA,NA,2020-07-01
"3482",2020,3,"315","Building retirements",0,"4",NA,NA,2020-07-01
"3483",2020,3,"315","Machinery retirements",NA,"4.7",NA,NA,2020-07-01
"3484",2020,3,"315","Price changed, product mix same",15.7,"4.4",NA,NA,2020-07-01
"3485",2020,3,"315","Revised estimation assumptions",NA,"7",NA,NA,2020-07-01
"3486",2020,3,"315","Change in method of operation",NA,"3.6",NA,NA,2020-07-01
"3487",2020,3,"315","Change in product mix or specifications",32.9,"5.4",NA,NA,2020-07-01
"3488",2020,3,"315","Change in material input",NA,"7",NA,NA,2020-07-01
"3489",2020,3,"315","Other (full capacity: current vs. prior quarter)",40.7,"6.6",NA,NA,2020-07-01
"3490",2020,3,"315","Not profitable to operate at full capacity",21.6,"D",NA,NA,2020-07-01
"3491",2020,3,"315","Insufficient supply of materials",10.9,"2.6",NA,NA,2020-07-01
"3492",2020,3,"315","Insufficient orders",59.3,"4.1",NA,NA,2020-07-01
"3493",2020,3,"315","Insufficient supply of labor",28.8,"3.6",NA,NA,2020-07-01
"3494",2020,3,"315","Lack of sufficient fuel or energy",0,"3.7",NA,NA,2020-07-01
"3495",2020,3,"315","Equipment limitations",NA,"D",NA,NA,2020-07-01
"3496",2020,3,"315","Storage limitations",NA,"3.7",NA,NA,2020-07-01
"3497",2020,3,"315","Logistics/transportation constraints",0,"D",NA,NA,2020-07-01
"3498",2020,3,"315","Sufficient inventory of finished goods",3.7,"6.7",NA,NA,2020-07-01
"3499",2020,3,"315","Strike or work stoppage",0,"0",NA,NA,2020-07-01
"3500",2020,3,"315","Seasonal operations",18.3,"1.6",NA,NA,2020-07-01
"3501",2020,3,"315","Environmental restrictions",NA,"0",NA,NA,2020-07-01
"3502",2020,3,"315","Other (actual production less than full production)",52.4,"D",NA,NA,2020-07-01
"3503",2020,3,"316","Building capital expenditures",0,"8.1",NA,NA,2020-07-01
"3504",2020,3,"316","Machinery capital expenditures",NA,"8.2",NA,NA,2020-07-01
"3505",2020,3,"316","Building retirements",0,"2.8",NA,NA,2020-07-01
"3506",2020,3,"316","Machinery retirements",0,"7.3",NA,NA,2020-07-01
"3507",2020,3,"316","Price changed, product mix same",NA,"0",NA,NA,2020-07-01
"3508",2020,3,"316","Revised estimation assumptions",0,"11.4",NA,NA,2020-07-01
"3509",2020,3,"316","Change in method of operation",NA,"6.3",NA,NA,2020-07-01
"3510",2020,3,"316","Change in product mix or specifications",NA,"4.9",NA,NA,2020-07-01
"3511",2020,3,"316","Change in material input",0,"9.7",NA,NA,2020-07-01
"3512",2020,3,"316","Other (full capacity: current vs. prior quarter)",69.1,"9",NA,NA,2020-07-01
"3513",2020,3,"316","Not profitable to operate at full capacity",0,"0",NA,NA,2020-07-01
"3514",2020,3,"316","Insufficient supply of materials",77.1,"6.7",NA,NA,2020-07-01
"3515",2020,3,"316","Insufficient orders",11.6,"4.7",NA,NA,2020-07-01
"3516",2020,3,"316","Insufficient supply of labor",52.8,"D",NA,NA,2020-07-01
"3517",2020,3,"316","Lack of sufficient fuel or energy",0,"4.8",NA,NA,2020-07-01
"3518",2020,3,"316","Equipment limitations",NA,"0",NA,NA,2020-07-01
"3519",2020,3,"316","Storage limitations",0,"D",NA,NA,2020-07-01
"3520",2020,3,"316","Logistics/transportation constraints",0,"0",NA,NA,2020-07-01
"3521",2020,3,"316","Sufficient inventory of finished goods",0,"9.5",NA,NA,2020-07-01
"3522",2020,3,"316","Strike or work stoppage",0,"0",NA,NA,2020-07-01
"3523",2020,3,"316","Seasonal operations",0,"7.9",NA,NA,2020-07-01
"3524",2020,3,"316","Environmental restrictions",NA,"0",NA,NA,2020-07-01
"3525",2020,3,"316","Other (actual production less than full production)",20.2,"0",NA,NA,2020-07-01
"3526",2020,3,"321","Building capital expenditures",5,"5.5",NA,NA,2020-07-01
"3527",2020,3,"321","Machinery capital expenditures",11.1,"D",NA,NA,2020-07-01
"3528",2020,3,"321","Building retirements",NA,"D",NA,NA,2020-07-01
"3529",2020,3,"321","Machinery retirements",NA,"7.8",NA,NA,2020-07-01
"3530",2020,3,"321","Price changed, product mix same",27.9,"D",NA,NA,2020-07-01
"3531",2020,3,"321","Revised estimation assumptions",8.1,"9.4",NA,NA,2020-07-01
"3532",2020,3,"321","Change in method of operation",7.9,"2.6",NA,NA,2020-07-01
"3533",2020,3,"321","Change in product mix or specifications",16.6,"0",NA,NA,2020-07-01
"3534",2020,3,"321","Change in material input",11.7,"5.4",NA,NA,2020-07-01
"3535",2020,3,"321","Other (full capacity: current vs. prior quarter)",45.4,"3",NA,NA,2020-07-01
"3536",2020,3,"321","Not profitable to operate at full capacity",9.2,"0",NA,NA,2020-07-01
"3537",2020,3,"321","Insufficient supply of materials",21.6,"2.2",NA,NA,2020-07-01
"3538",2020,3,"321","Insufficient orders",48,"D",NA,NA,2020-07-01
"3539",2020,3,"321","Insufficient supply of labor",34.2,"3.2",NA,NA,2020-07-01
"3540",2020,3,"321","Lack of sufficient fuel or energy",NA,"D",NA,NA,2020-07-01
"3541",2020,3,"321","Equipment limitations",4.6,"0",NA,NA,2020-07-01
"3542",2020,3,"321","Storage limitations",7.7,"D",NA,NA,2020-07-01
"3543",2020,3,"321","Logistics/transportation constraints",7.2,"D",NA,NA,2020-07-01
"3544",2020,3,"321","Sufficient inventory of finished goods",7.4,"6.3",NA,NA,2020-07-01
"3545",2020,3,"321","Strike or work stoppage",NA,"D",NA,NA,2020-07-01
"3546",2020,3,"321","Seasonal operations",8.4,"19",NA,NA,2020-07-01
"3547",2020,3,"321","Environmental restrictions",NA,"0",NA,NA,2020-07-01
"3548",2020,3,"321","Other (actual production less than full production)",32.1,"D",NA,NA,2020-07-01
"3549",2020,3,"322","Building capital expenditures",0,"4.2",NA,NA,2020-07-01
"3550",2020,3,"322","Machinery capital expenditures",2.7,"D",NA,NA,2020-07-01
"3551",2020,3,"322","Building retirements",0,"2.5",NA,NA,2020-07-01
"3552",2020,3,"322","Machinery retirements",NA,"5.4",NA,NA,2020-07-01
"3553",2020,3,"322","Price changed, product mix same",14.4,"D",NA,NA,2020-07-01
"3554",2020,3,"322","Revised estimation assumptions",15.2,"8.5",NA,NA,2020-07-01
"3555",2020,3,"322","Change in method of operation",4.5,"2.6",NA,NA,2020-07-01
"3556",2020,3,"322","Change in product mix or specifications",23.2,"D",NA,NA,2020-07-01
"3557",2020,3,"322","Change in material input",0,"14.5",NA,NA,2020-07-01
"3558",2020,3,"322","Other (full capacity: current vs. prior quarter)",56,"D",NA,NA,2020-07-01
"3559",2020,3,"322","Not profitable to operate at full capacity",12,"0",NA,NA,2020-07-01
"3560",2020,3,"322","Insufficient supply of materials",7,"1.1",NA,NA,2020-07-01
"3561",2020,3,"322","Insufficient orders",58.6,"D",NA,NA,2020-07-01
"3562",2020,3,"322","Insufficient supply of labor",27.8,"D",NA,NA,2020-07-01
"3563",2020,3,"322","Lack of sufficient fuel or energy",0,"0.6",NA,NA,2020-07-01
"3564",2020,3,"322","Equipment limitations",13.9,"0",NA,NA,2020-07-01
"3565",2020,3,"322","Storage limitations",5.5,"2.3",NA,NA,2020-07-01
"3566",2020,3,"322","Logistics/transportation constraints",NA,"D",NA,NA,2020-07-01
"3567",2020,3,"322","Sufficient inventory of finished goods",6.4,"14.7",NA,NA,2020-07-01
"3568",2020,3,"322","Strike or work stoppage",0,"0.7",NA,NA,2020-07-01
"3569",2020,3,"322","Seasonal operations",NA,"4.2",NA,NA,2020-07-01
"3570",2020,3,"322","Environmental restrictions",0,"0",NA,NA,2020-07-01
"3571",2020,3,"322","Other (actual production less than full production)",38.3,"3",NA,NA,2020-07-01
"3572",2020,3,"323","Building capital expenditures",0,"5.3",NA,NA,2020-07-01
"3573",2020,3,"323","Machinery capital expenditures",19.4,"5.8",NA,NA,2020-07-01
"3574",2020,3,"323","Building retirements",0,"3",NA,NA,2020-07-01
"3575",2020,3,"323","Machinery retirements",0,"5.1",NA,NA,2020-07-01
"3576",2020,3,"323","Price changed, product mix same",8.7,"3.3",NA,NA,2020-07-01
"3577",2020,3,"323","Revised estimation assumptions",NA,"6.1",NA,NA,2020-07-01
"3578",2020,3,"323","Change in method of operation",NA,"3.1",NA,NA,2020-07-01
"3579",2020,3,"323","Change in product mix or specifications",24.2,"4.1",NA,NA,2020-07-01
"3580",2020,3,"323","Change in material input",NA,"5.4",NA,NA,2020-07-01
"3581",2020,3,"323","Other (full capacity: current vs. prior quarter)",61.2,"3.8",NA,NA,2020-07-01
"3582",2020,3,"323","Not profitable to operate at full capacity",4.1,"0",NA,NA,2020-07-01
"3583",2020,3,"323","Insufficient supply of materials",0,"3.3",NA,NA,2020-07-01
"3584",2020,3,"323","Insufficient orders",79.5,"2.5",NA,NA,2020-07-01
"3585",2020,3,"323","Insufficient supply of labor",7.3,"2.9",NA,NA,2020-07-01
"3586",2020,3,"323","Lack of sufficient fuel or energy",0,"3.5",NA,NA,2020-07-01
"3587",2020,3,"323","Equipment limitations",4,"0",NA,NA,2020-07-01
"3588",2020,3,"323","Storage limitations",NA,"2.7",NA,NA,2020-07-01
"3589",2020,3,"323","Logistics/transportation constraints",6.2,"0.8",NA,NA,2020-07-01
"3590",2020,3,"323","Sufficient inventory of finished goods",NA,"5.4",NA,NA,2020-07-01
"3591",2020,3,"323","Strike or work stoppage",0,"D",NA,NA,2020-07-01
"3592",2020,3,"323","Seasonal operations",NA,"3",NA,NA,2020-07-01
"3593",2020,3,"323","Environmental restrictions",NA,"0",NA,NA,2020-07-01
"3594",2020,3,"323","Other (actual production less than full production)",33.3,"0",NA,NA,2020-07-01
"3595",2020,3,"324","Building capital expenditures",NA,"5.1",NA,NA,2020-07-01
"3596",2020,3,"324","Machinery capital expenditures",22.6,"5.1",NA,NA,2020-07-01
"3597",2020,3,"324","Building retirements",0,"3.3",NA,NA,2020-07-01
"3598",2020,3,"324","Machinery retirements",NA,"6.1",NA,NA,2020-07-01
"3599",2020,3,"324","Price changed, product mix same",9,"0",NA,NA,2020-07-01
"3600",2020,3,"324","Revised estimation assumptions",NA,"7.2",NA,NA,2020-07-01
"3601",2020,3,"324","Change in method of operation",4.3,"D",NA,NA,2020-07-01
"3602",2020,3,"324","Change in product mix or specifications",9.5,"1.6",NA,NA,2020-07-01
"3603",2020,3,"324","Change in material input",NA,"5.1",NA,NA,2020-07-01
"3604",2020,3,"324","Other (full capacity: current vs. prior quarter)",81.1,"4.7",NA,NA,2020-07-01
"3605",2020,3,"324","Not profitable to operate at full capacity",5.4,"D",NA,NA,2020-07-01
"3606",2020,3,"324","Insufficient supply of materials",NA,"1.6",NA,NA,2020-07-01
"3607",2020,3,"324","Insufficient orders",42,"1.6",NA,NA,2020-07-01
"3608",2020,3,"324","Insufficient supply of labor",NA,"D",NA,NA,2020-07-01
"3609",2020,3,"324","Lack of sufficient fuel or energy",0,"2.5",NA,NA,2020-07-01
"3610",2020,3,"324","Equipment limitations",2.2,"0",NA,NA,2020-07-01
"3611",2020,3,"324","Storage limitations",NA,"2.7",NA,NA,2020-07-01
"3612",2020,3,"324","Logistics/transportation constraints",NA,"0",NA,NA,2020-07-01
"3613",2020,3,"324","Sufficient inventory of finished goods",1.2,"5.2",NA,NA,2020-07-01
"3614",2020,3,"324","Strike or work stoppage",0,"D",NA,NA,2020-07-01
"3615",2020,3,"324","Seasonal operations",2.9,"1.4",NA,NA,2020-07-01
"3616",2020,3,"324","Environmental restrictions",NA,"D",NA,NA,2020-07-01
"3617",2020,3,"324","Other (actual production less than full production)",53.1,"D",NA,NA,2020-07-01
"3618",2020,3,"325","Building capital expenditures",1,"2.5",NA,NA,2020-07-01
"3619",2020,3,"325","Machinery capital expenditures",9.9,"6.4",NA,NA,2020-07-01
"3620",2020,3,"325","Building retirements",0,"D",NA,NA,2020-07-01
"3621",2020,3,"325","Machinery retirements",4.6,"6.8",NA,NA,2020-07-01
"3622",2020,3,"325","Price changed, product mix same",22.9,"3.5",NA,NA,2020-07-01
"3623",2020,3,"325","Revised estimation assumptions",23.7,"7.5",NA,NA,2020-07-01
"3624",2020,3,"325","Change in method of operation",4.9,"3.6",NA,NA,2020-07-01
"3625",2020,3,"325","Change in product mix or specifications",24.9,"3.8",NA,NA,2020-07-01
"3626",2020,3,"325","Change in material input",7,"6.2",NA,NA,2020-07-01
"3627",2020,3,"325","Other (full capacity: current vs. prior quarter)",31.2,"5",NA,NA,2020-07-01
"3628",2020,3,"325","Not profitable to operate at full capacity",9.6,"0",NA,NA,2020-07-01
"3629",2020,3,"325","Insufficient supply of materials",14.5,"3.5",NA,NA,2020-07-01
"3630",2020,3,"325","Insufficient orders",63.4,"0.4",NA,NA,2020-07-01
"3631",2020,3,"325","Insufficient supply of labor",12,"3",NA,NA,2020-07-01
"3632",2020,3,"325","Lack of sufficient fuel or energy",0,"3.7",NA,NA,2020-07-01
"3633",2020,3,"325","Equipment limitations",9,"0",NA,NA,2020-07-01
"3634",2020,3,"325","Storage limitations",4.9,"3.8",NA,NA,2020-07-01
"3635",2020,3,"325","Logistics/transportation constraints",5.6,"D",NA,NA,2020-07-01
"3636",2020,3,"325","Sufficient inventory of finished goods",11.6,"4.5",NA,NA,2020-07-01
"3637",2020,3,"325","Strike or work stoppage",0,"0.6",NA,NA,2020-07-01
"3638",2020,3,"325","Seasonal operations",5.9,"1.6",NA,NA,2020-07-01
"3639",2020,3,"325","Environmental restrictions",1,"0",NA,NA,2020-07-01
"3640",2020,3,"325","Other (actual production less than full production)",33.3,"0",NA,NA,2020-07-01
"3641",2020,3,"326","Building capital expenditures",NA,"7.6",NA,NA,2020-07-01
"3642",2020,3,"326","Machinery capital expenditures",4.8,"8.9",NA,NA,2020-07-01
"3643",2020,3,"326","Building retirements",0,"0.1",NA,NA,2020-07-01
"3644",2020,3,"326","Machinery retirements",0,"6.6",NA,NA,2020-07-01
"3645",2020,3,"326","Price changed, product mix same",15,"8.8",NA,NA,2020-07-01
"3646",2020,3,"326","Revised estimation assumptions",13.9,"11.6",NA,NA,2020-07-01
"3647",2020,3,"326","Change in method of operation",4.9,"5.9",NA,NA,2020-07-01
"3648",2020,3,"326","Change in product mix or specifications",26.5,"4.5",NA,NA,2020-07-01
"3649",2020,3,"326","Change in material input",0,"7.3",NA,NA,2020-07-01
"3650",2020,3,"326","Other (full capacity: current vs. prior quarter)",38.5,"6.9",NA,NA,2020-07-01
"3651",2020,3,"326","Not profitable to operate at full capacity",NA,"0",NA,NA,2020-07-01
"3652",2020,3,"326","Insufficient supply of materials",3,"4.5",NA,NA,2020-07-01
"3653",2020,3,"326","Insufficient orders",71.3,"D",NA,NA,2020-07-01
"3654",2020,3,"326","Insufficient supply of labor",20,"D",NA,NA,2020-07-01
"3655",2020,3,"326","Lack of sufficient fuel or energy",NA,"5.8",NA,NA,2020-07-01
"3656",2020,3,"326","Equipment limitations",3.8,"D",NA,NA,2020-07-01
"3657",2020,3,"326","Storage limitations",2,"0",NA,NA,2020-07-01
"3658",2020,3,"326","Logistics/transportation constraints",NA,"0",NA,NA,2020-07-01
"3659",2020,3,"326","Sufficient inventory of finished goods",5.4,"9",NA,NA,2020-07-01
"3660",2020,3,"326","Strike or work stoppage",0,"1.1",NA,NA,2020-07-01
"3661",2020,3,"326","Seasonal operations",5.2,"2.3",NA,NA,2020-07-01
"3662",2020,3,"326","Environmental restrictions",0,"0",NA,NA,2020-07-01
"3663",2020,3,"326","Other (actual production less than full production)",27.1,"1.7",NA,NA,2020-07-01
"3664",2020,3,"327","Building capital expenditures",NA,"1.9",NA,NA,2020-07-01
"3665",2020,3,"327","Machinery capital expenditures",2.1,"3.1",NA,NA,2020-07-01
"3666",2020,3,"327","Building retirements",NA,"2.3",NA,NA,2020-07-01
"3667",2020,3,"327","Machinery retirements",NA,"3.6",NA,NA,2020-07-01
"3668",2020,3,"327","Price changed, product mix same",5.6,"2",NA,NA,2020-07-01
"3669",2020,3,"327","Revised estimation assumptions",17.2,"4.4",NA,NA,2020-07-01
"3670",2020,3,"327","Change in method of operation",NA,"1.7",NA,NA,2020-07-01
"3671",2020,3,"327","Change in product mix or specifications",22.2,"1.6",NA,NA,2020-07-01
"3672",2020,3,"327","Change in material input",5,"2.9",NA,NA,2020-07-01
"3673",2020,3,"327","Other (full capacity: current vs. prior quarter)",64.2,"2.7",NA,NA,2020-07-01
"3674",2020,3,"327","Not profitable to operate at full capacity",8.8,"0",NA,NA,2020-07-01
"3675",2020,3,"327","Insufficient supply of materials",8.3,"1.6",NA,NA,2020-07-01
"3676",2020,3,"327","Insufficient orders",70.1,"1.3",NA,NA,2020-07-01
"3677",2020,3,"327","Insufficient supply of labor",14.5,"0.7",NA,NA,2020-07-01
"3678",2020,3,"327","Lack of sufficient fuel or energy",0,"1.3",NA,NA,2020-07-01
"3679",2020,3,"327","Equipment limitations",9.3,"1",NA,NA,2020-07-01
"3680",2020,3,"327","Storage limitations",0.9,"1",NA,NA,2020-07-01
"3681",2020,3,"327","Logistics/transportation constraints",5,"0.8",NA,NA,2020-07-01
"3682",2020,3,"327","Sufficient inventory of finished goods",7.1,"3.1",NA,NA,2020-07-01
"3683",2020,3,"327","Strike or work stoppage",0,"2.5",NA,NA,2020-07-01
"3684",2020,3,"327","Seasonal operations",7.5,"3",NA,NA,2020-07-01
"3685",2020,3,"327","Environmental restrictions",NA,"0",NA,NA,2020-07-01
"3686",2020,3,"327","Other (actual production less than full production)",14.3,"D",NA,NA,2020-07-01
"3687",2020,3,"331","Building capital expenditures",1,"3.5",NA,NA,2020-07-01
"3688",2020,3,"331","Machinery capital expenditures",3.4,"5.1",NA,NA,2020-07-01
"3689",2020,3,"331","Building retirements",0,"1.9",NA,NA,2020-07-01
"3690",2020,3,"331","Machinery retirements",0,"4.8",NA,NA,2020-07-01
"3691",2020,3,"331","Price changed, product mix same",19,"3.5",NA,NA,2020-07-01
"3692",2020,3,"331","Revised estimation assumptions",13.9,"5.8",NA,NA,2020-07-01
"3693",2020,3,"331","Change in method of operation",0.4,"2.6",NA,NA,2020-07-01
"3694",2020,3,"331","Change in product mix or specifications",15.6,"3.4",NA,NA,2020-07-01
"3695",2020,3,"331","Change in material input",14,"4",NA,NA,2020-07-01
"3696",2020,3,"331","Other (full capacity: current vs. prior quarter)",40.3,"3.6",NA,NA,2020-07-01
"3697",2020,3,"331","Not profitable to operate at full capacity",12.7,"0",NA,NA,2020-07-01
"3698",2020,3,"331","Insufficient supply of materials",5.4,"2.7",NA,NA,2020-07-01
"3699",2020,3,"331","Insufficient orders",75.6,"1.2",NA,NA,2020-07-01
"3700",2020,3,"331","Insufficient supply of labor",18.9,"1.5",NA,NA,2020-07-01
"3701",2020,3,"331","Lack of sufficient fuel or energy",0,"1.6",NA,NA,2020-07-01
"3702",2020,3,"331","Equipment limitations",5.5,"0",NA,NA,2020-07-01
"3703",2020,3,"331","Storage limitations",NA,"2",NA,NA,2020-07-01
"3704",2020,3,"331","Logistics/transportation constraints",NA,"D",NA,NA,2020-07-01
"3705",2020,3,"331","Sufficient inventory of finished goods",10.7,"4.1",NA,NA,2020-07-01
"3706",2020,3,"331","Strike or work stoppage",NA,"5",NA,NA,2020-07-01
"3707",2020,3,"331","Seasonal operations",0,"2.8",NA,NA,2020-07-01
"3708",2020,3,"331","Environmental restrictions",0,"0",NA,NA,2020-07-01
"3709",2020,3,"331","Other (actual production less than full production)",40.8,"D",NA,NA,2020-07-01
"3710",2020,3,"332","Building capital expenditures",1.6,"4.6",NA,NA,2020-07-01
"3711",2020,3,"332","Machinery capital expenditures",7.1,"6.1",NA,NA,2020-07-01
"3712",2020,3,"332","Building retirements",0,"4.9",NA,NA,2020-07-01
"3713",2020,3,"332","Machinery retirements",4,"7.8",NA,NA,2020-07-01
"3714",2020,3,"332","Price changed, product mix same",5.2,"5.5",NA,NA,2020-07-01
"3715",2020,3,"332","Revised estimation assumptions",14.6,"9.2",NA,NA,2020-07-01
"3716",2020,3,"332","Change in method of operation",7.2,"3.1",NA,NA,2020-07-01
"3717",2020,3,"332","Change in product mix or specifications",23.1,"5.6",NA,NA,2020-07-01
"3718",2020,3,"332","Change in material input",5.6,"5.7",NA,NA,2020-07-01
"3719",2020,3,"332","Other (full capacity: current vs. prior quarter)",45.9,"4",NA,NA,2020-07-01
"3720",2020,3,"332","Not profitable to operate at full capacity",6.8,"0",NA,NA,2020-07-01
"3721",2020,3,"332","Insufficient supply of materials",5.7,"1",NA,NA,2020-07-01
"3722",2020,3,"332","Insufficient orders",76.2,"D",NA,NA,2020-07-01
"3723",2020,3,"332","Insufficient supply of labor",19.6,"3.1",NA,NA,2020-07-01
"3724",2020,3,"332","Lack of sufficient fuel or energy",0,"2.7",NA,NA,2020-07-01
"3725",2020,3,"332","Equipment limitations",5.6,"0",NA,NA,2020-07-01
"3726",2020,3,"332","Storage limitations",3.5,"2.6",NA,NA,2020-07-01
"3727",2020,3,"332","Logistics/transportation constraints",1.4,"D",NA,NA,2020-07-01
"3728",2020,3,"332","Sufficient inventory of finished goods",3.8,"6",NA,NA,2020-07-01
"3729",2020,3,"332","Strike or work stoppage",2,"D",NA,NA,2020-07-01
"3730",2020,3,"332","Seasonal operations",2.1,"7.9",NA,NA,2020-07-01
"3731",2020,3,"332","Environmental restrictions",1.5,"0",NA,NA,2020-07-01
"3732",2020,3,"332","Other (actual production less than full production)",28.4,"D",NA,NA,2020-07-01
"3733",2020,3,"333","Building capital expenditures",5,"7.9",NA,NA,2020-07-01
"3734",2020,3,"333","Machinery capital expenditures",7.6,"8.9",NA,NA,2020-07-01
"3735",2020,3,"333","Building retirements",0,"D",NA,NA,2020-07-01
"3736",2020,3,"333","Machinery retirements",NA,"10.3",NA,NA,2020-07-01
"3737",2020,3,"333","Price changed, product mix same",8.9,"0",NA,NA,2020-07-01
"3738",2020,3,"333","Revised estimation assumptions",24.6,"11.5",NA,NA,2020-07-01
"3739",2020,3,"333","Change in method of operation",2.8,"6.4",NA,NA,2020-07-01
"3740",2020,3,"333","Change in product mix or specifications",23.2,"7.9",NA,NA,2020-07-01
"3741",2020,3,"333","Change in material input",8.9,"7.9",NA,NA,2020-07-01
"3742",2020,3,"333","Other (full capacity: current vs. prior quarter)",37.8,"7.3",NA,NA,2020-07-01
"3743",2020,3,"333","Not profitable to operate at full capacity",7.6,"0",NA,NA,2020-07-01
"3744",2020,3,"333","Insufficient supply of materials",12.9,"4.5",NA,NA,2020-07-01
"3745",2020,3,"333","Insufficient orders",78.5,"D",NA,NA,2020-07-01
"3746",2020,3,"333","Insufficient supply of labor",16.7,"D",NA,NA,2020-07-01
"3747",2020,3,"333","Lack of sufficient fuel or energy",0,"3.9",NA,NA,2020-07-01
"3748",2020,3,"333","Equipment limitations",7.3,"0",NA,NA,2020-07-01
"3749",2020,3,"333","Storage limitations",1.5,"D",NA,NA,2020-07-01
"3750",2020,3,"333","Logistics/transportation constraints",2.8,"D",NA,NA,2020-07-01
"3751",2020,3,"333","Sufficient inventory of finished goods",3.2,"7.5",NA,NA,2020-07-01
"3752",2020,3,"333","Strike or work stoppage",0,"5.2",NA,NA,2020-07-01
"3753",2020,3,"333","Seasonal operations",5.5,"5.8",NA,NA,2020-07-01
"3754",2020,3,"333","Environmental restrictions",NA,"D",NA,NA,2020-07-01
"3755",2020,3,"333","Other (actual production less than full production)",23.8,"D",NA,NA,2020-07-01
"3756",2020,3,"334","Building capital expenditures",9.3,"4.7",NA,NA,2020-07-01
"3757",2020,3,"334","Machinery capital expenditures",5,"5.9",NA,NA,2020-07-01
"3758",2020,3,"334","Building retirements",0,"4.3",NA,NA,2020-07-01
"3759",2020,3,"334","Machinery retirements",NA,"6.4",NA,NA,2020-07-01
"3760",2020,3,"334","Price changed, product mix same",8.4,"D",NA,NA,2020-07-01
"3761",2020,3,"334","Revised estimation assumptions",12.5,"8.2",NA,NA,2020-07-01
"3762",2020,3,"334","Change in method of operation",8,"4.1",NA,NA,2020-07-01
"3763",2020,3,"334","Change in product mix or specifications",28.1,"5.5",NA,NA,2020-07-01
"3764",2020,3,"334","Change in material input",10.2,"7.1",NA,NA,2020-07-01
"3765",2020,3,"334","Other (full capacity: current vs. prior quarter)",47.9,"6.3",NA,NA,2020-07-01
"3766",2020,3,"334","Not profitable to operate at full capacity",5.5,"0",NA,NA,2020-07-01
"3767",2020,3,"334","Insufficient supply of materials",20.9,"3.8",NA,NA,2020-07-01
"3768",2020,3,"334","Insufficient orders",77.7,"3.3",NA,NA,2020-07-01
"3769",2020,3,"334","Insufficient supply of labor",10.6,"3",NA,NA,2020-07-01
"3770",2020,3,"334","Lack of sufficient fuel or energy",0,"2.4",NA,NA,2020-07-01
"3771",2020,3,"334","Equipment limitations",1.8,"D",NA,NA,2020-07-01
"3772",2020,3,"334","Storage limitations",NA,"D",NA,NA,2020-07-01
"3773",2020,3,"334","Logistics/transportation constraints",4.8,"0.1",NA,NA,2020-07-01
"3774",2020,3,"334","Sufficient inventory of finished goods",4.9,"6.9",NA,NA,2020-07-01
"3775",2020,3,"334","Strike or work stoppage",0,"D",NA,NA,2020-07-01
"3776",2020,3,"334","Seasonal operations",3.9,"5.9",NA,NA,2020-07-01
"3777",2020,3,"334","Environmental restrictions",NA,"0",NA,NA,2020-07-01
"3778",2020,3,"334","Other (actual production less than full production)",24,"D",NA,NA,2020-07-01
"3779",2020,3,"335","Building capital expenditures",NA,"3.1",2.19,2.21,2020-07-01
"3780",2020,3,"335","Machinery capital expenditures",13.7,"6.3",7.08,7.12,2020-07-01
"3781",2020,3,"335","Building retirements",0,"1.5",0,0,2020-07-01
"3782",2020,3,"335","Machinery retirements",NA,"5.5",1.49,1.51,2020-07-01
"3783",2020,3,"335","Price changed, product mix same",13.9,"4.3",15.18,15.22,2020-07-01
"3784",2020,3,"335","Revised estimation assumptions",18.5,"8.4",13.18,13.22,2020-07-01
"3785",2020,3,"335","Change in method of operation",NA,"6.2",3.29,3.31,2020-07-01
"3786",2020,3,"335","Change in product mix or specifications",32.2,"3.3",24.07,24.13,2020-07-01
"3787",2020,3,"335","Change in material input",0,"7.8",4.68,4.72,2020-07-01
"3788",2020,3,"335","Other (full capacity: current vs. prior quarter)",46.4,"7.3",47.66,47.74,2020-07-01
"3789",2020,3,"335","Not profitable to operate at full capacity",14,"0",9.39,9.41,2020-07-01
"3790",2020,3,"335","Insufficient supply of materials",25.8,"3.6",9.39,9.41,2020-07-01
"3791",2020,3,"335","Insufficient orders",69.1,"4.2",70.78,70.82,2020-07-01
"3792",2020,3,"335","Insufficient supply of labor",22.2,"3",15.18,15.22,2020-07-01
"3793",2020,3,"335","Lack of sufficient fuel or energy",0,"D",0,0,2020-07-01
"3794",2020,3,"335","Equipment limitations",8.1,"0",4.89,4.91,2020-07-01
"3795",2020,3,"335","Storage limitations",NA,"0.7",3.69,3.71,2020-07-01
