Date of data,Commodity code,Commodity,Trading partner code,Trading partner,US dollar
202203,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories.",316,Bulgaria,"428,193"
202203,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories.",318,Finland,"1,599,550"
202203,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories.",321,Hungary,"14,287"
202203,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories.",323,Liechtenstein,"930,026"
202203,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories.",327,Poland,"2,147"
202203,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories.",330,Sweden,600
202203,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories.",331,Switzerland,"9,524,092"
202203,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories.",344,Russia,"91,525"
202203,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories.",351,Croatia,"8,751"
202203,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories.",352,"Czechia(Czech Republic)","8,628"
202203,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories.",422,Guadeloupe,26
202203,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories.",429,Mexico,"573,736"
202203,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories.",501,Canada,"748,635"
202203,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories.",502,United States,"553,404,175"
202203,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories.",609,New Zealand,"134,300"
202203,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories.",701,"Countries(Territories)Unknown","47,066"
202203,8542,Electronic integrated circuits.,108,Cyprus,295
202203,8542,Electronic integrated circuits.,110,"Hong Kong,China","2,307,155"
202203,8542,Electronic integrated circuits.,111,India,"775,854"
202203,8542,Electronic integrated circuits.,112,Indonesia,"14,866,055"
202203,8542,Electronic integrated circuits.,113,Iran,379
202203,8542,Electronic integrated circuits.,115,Israel,"377,214,093"
202203,8542,Electronic integrated circuits.,116,Japan,"1,583,740,517"
202203,8542,Electronic integrated circuits.,121,"Macao,China","2,104"
202203,8542,Electronic integrated circuits.,122,Malaysia,"3,046,703,949"
202203,8542,Electronic integrated circuits.,123,Maldives,2
202203,8542,Electronic integrated circuits.,129,Philippines,"831,579,918"
202203,8542,Electronic integrated circuits.,132,Singapore,"757,774,079"
202203,8542,Electronic integrated circuits.,133,Republic of Korea,"7,921,570,921"
202203,8542,Electronic integrated circuits.,134,Sri Lanka,"3,902"
202203,8542,Electronic integrated circuits.,136,Thailand,"652,007,789"
202203,8542,Electronic integrated circuits.,137,T¨¹rkiye,"11,420"
202203,8542,Electronic integrated circuits.,138,United Arab Emirates,"7,029"
202203,8542,Electronic integrated circuits.,141,Viet Nam,"2,238,905,662"
202203,8542,Electronic integrated circuits.,142,China,"4,611,008,930"
202203,8542,Electronic integrated circuits.,143,"Taiwan,China","14,005,960,195"
202203,8542,Electronic integrated circuits.,206,Cameroon,"2,481"
202203,8542,Electronic integrated circuits.,209,Central African Republic,"2,026"
202203,8542,Electronic integrated circuits.,211,Chad,"5,491"
202203,8542,Electronic integrated circuits.,228,Malawi,"25,172"
202203,8542,Electronic integrated circuits.,229,Mali,"16,219"
202203,8542,Electronic integrated circuits.,232,Morocco,"20,283,097"
202203,8542,Electronic integrated circuits.,234,Namibia,"7,342"
202203,8542,Electronic integrated circuits.,244,South Africa,"7,411"
202203,8542,Electronic integrated circuits.,249,Tunisia,"5,394"
202203,8542,Electronic integrated circuits.,301,Belgium,"926,525"
202203,8542,Electronic integrated circuits.,302,Denmark,"98,120"
202203,8542,Electronic integrated circuits.,303,United Kingdom,"4,347,251"
202203,8542,Electronic integrated circuits.,304,Germany,"152,974,006"
202203,8542,Electronic integrated circuits.,305,France,"48,764,966"
202203,8542,Electronic integrated circuits.,306,Ireland,"718,653,349"
202203,8542,Electronic integrated circuits.,307,Italy,"6,120,860"
202203,8542,Electronic integrated circuits.,309,Netherlands,"9,212,252"
202203,8542,Electronic integrated circuits.,311,Portugal,"27,867,956"
202203,8542,Electronic integrated circuits.,312,Spain,"244,854"
202203,8542,Electronic integrated circuits.,314,Andorra,174
202203,8542,Electronic integrated circuits.,315,Austria,"9,803,120"
202203,8542,Electronic integrated circuits.,316,Bulgaria,"19,717"
202203,8542,Electronic integrated circuits.,318,Finland,"2,817,477"
202203,8542,Electronic integrated circuits.,321,Hungary,"2,150,046"
202203,8542,Electronic integrated circuits.,324,Malta,"35,296,143"
202203,8542,Electronic integrated circuits.,325,Monaco,"37,459"
202203,8542,Electronic integrated circuits.,326,Norway,"101,696"
202203,8542,Electronic integrated circuits.,327,Poland,"354,727"
202203,8542,Electronic integrated circuits.,328,Romania,"181,880"
202203,8542,Electronic integrated circuits.,330,Sweden,"3,200,719"
202203,8542,Electronic integrated circuits.,331,Switzerland,"13,145,606"
202203,8542,Electronic integrated circuits.,334,Estonia,"21,020"
202203,8542,Electronic integrated circuits.,335,Latvia,"147,395"
202203,8542,Electronic integrated circuits.,336,Lithuania,"39,601"
202203,8542,Electronic integrated circuits.,337,Georgia(Before 2023),"1,000"
202203,8542,Electronic integrated circuits.,340,Belarus,"789,877"
202203,8542,Electronic integrated circuits.,344,Russia,"652,701"
202203,8542,Electronic integrated circuits.,347,Ukraine,371
202203,8542,Electronic integrated circuits.,350,Slovenia,"83,365"
202203,8542,Electronic integrated circuits.,351,Croatia,"12,355"
202203,8542,Electronic integrated circuits.,352,"Czechia(Czech Republic)","1,257,663"
202203,8542,Electronic integrated circuits.,353,Slovakia,"94,869"
202203,8542,Electronic integrated circuits.,356,Holy See,814
202203,8542,Electronic integrated circuits.,410,Brazil,"8,294"
202203,8542,Electronic integrated circuits.,412,Chile,"1,597"
202203,8542,Electronic integrated circuits.,415,Costa Rica,"44,407,283"
202203,8542,Electronic integrated circuits.,417,Cura?ao,618
202203,8542,Electronic integrated circuits.,425,Haiti,"2,819"
202203,8542,Electronic integrated circuits.,428,Martinique,558
202203,8542,Electronic integrated circuits.,429,Mexico,"238,016,424"
202203,8542,Electronic integrated circuits.,434,Peru,30
202203,8542,Electronic integrated circuits.,435,Puerto Rico,145
202203,8542,Electronic integrated circuits.,439,Saint Vincent and the Grenadines,84
202203,8542,Electronic integrated circuits.,501,Canada,"15,716,461"
202203,8542,Electronic integrated circuits.,502,United States,"999,786,397"
202203,8542,Electronic integrated circuits.,601,Australia,"113,213"
202203,8542,Electronic integrated circuits.,609,New Zealand,"208,846"
202203,8542,Electronic integrated circuits.,701,"Countries(Territories)Unknown","782,251"
202204,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories.",110,"Hong Kong,China","1,048,067"
202204,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories.",111,India,"216,442"
202204,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories.",112,Indonesia,10
202204,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories.",115,Israel,"1,850,207"
202204,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories.",116,Japan,"926,953,377"
202204,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories.",122,Malaysia,"163,712,398"
202204,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories.",129,Philippines,"819,120"
202204,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories.",132,Singapore,"428,998,380"
202204,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories.",133,Republic of Korea,"412,061,937"
202204,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories.",134,Sri Lanka,"26,880"
202204,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories.",136,Thailand,"128,453"
202204,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories.",141,Viet Nam,"20,154,437"
202204,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories.",142,China,"32,588,712"
202204,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories.",143,"Taiwan,China","293,337,412"
202204,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories.",301,Belgium,"516,213"
202204,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories.",302,Denmark,43
202204,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories.",303,United Kingdom,"28,196,771"
202204,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories.",304,Germany,"52,017,106"
202204,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories.",305,France,"2,823,080"
202204,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories.",306,Ireland,"222,300"
202204,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories.",307,Italy,"6,829,202"
202204,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories.",309,Netherlands,"310,748,345"
202204,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories.",315,Austria,"29,588,373"
202204,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories.",316,Bulgaria,"58,814"
202204,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories.",318,Finland,"2,590,945"
202204,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories.",321,Hungary,"8,392"
202204,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories.",323,Liechtenstein,"101,072"
202204,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories.",328,Romania,188
202204,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories.",330,Sweden,"6,447"
202204,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories.",331,Switzerland,"11,480,338"
202204,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories.",344,Russia,"68,101"
202204,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories.",351,Croatia,"22,334"
202204,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories.",352,"Czechia(Czech Republic)","70,233"
202204,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories.",355,Bosnia and Herzegovina,"1,726"
202204,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories.",429,Mexico,"536,832"
202204,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories.",501,Canada,"1,604,886"
202204,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories.",502,United States,"495,627,992"
202204,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories.",601,Australia,"6,629"
202204,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories.",609,New Zealand,"84,579"
202204,8542,Electronic integrated circuits.,101,Afghanistan,"2,146"
202204,8542,Electronic integrated circuits.,106,Myanmar,88
202204,8542,Electronic integrated circuits.,107,Cambodia,"276,804"
202204,8542,Electronic integrated circuits.,108,Cyprus,"3,207"
202204,8542,Electronic integrated circuits.,110,"Hong Kong,China","2,336,623"
202204,8542,Electronic integrated circuits.,111,India,"3,240,579"
202204,8542,Electronic integrated circuits.,112,Indonesia,"14,465,305"
202204,8542,Electronic integrated circuits.,115,Israel,"423,833,809"
202204,8542,Electronic integrated circuits.,116,Japan,"1,548,358,785"
202204,8542,Electronic integrated circuits.,117,Jordan,718
202204,8542,Electronic integrated circuits.,121,"Macao,China","3,293"
202204,8542,Electronic integrated circuits.,122,Malaysia,"2,227,780,131"
202204,8542,Electronic integrated circuits.,129,Philippines,"777,472,540"
202204,8542,Electronic integrated circuits.,132,Singapore,"518,719,298"
202204,8542,Electronic integrated circuits.,133,Republic of Korea,"6,977,098,270"
202204,8542,Electronic integrated circuits.,134,Sri Lanka,"40,903"
202204,8542,Electronic integrated circuits.,136,Thailand,"630,867,583"
202204,8542,Electronic integrated circuits.,137,T¨¹rkiye,"52,130"
202204,8542,Electronic integrated circuits.,138,United Arab Emirates,138
202204,8542,Electronic integrated circuits.,141,Viet Nam,"1,282,306,284"
202204,8542,Electronic integrated circuits.,142,China,"4,242,389,241"
202204,8542,Electronic integrated circuits.,143,"Taiwan,China","14,027,524,134"
202204,8542,Electronic integrated circuits.,206,Cameroon,"5,723"
202204,8542,Electronic integrated circuits.,208,Cabo Verde,2
202204,8542,Electronic integrated circuits.,223,Cote d'lvoire,21
202204,8542,Electronic integrated circuits.,224,Kenya,"31,854"
202204,8542,Electronic integrated circuits.,229,Mali,"148,867"
202204,8542,Electronic integrated circuits.,232,Morocco,"27,232,141"
202204,8542,Electronic integrated circuits.,234,Namibia,"94,471"
202204,8542,Electronic integrated circuits.,238,Rwanda,332
202204,8542,Electronic integrated circuits.,244,South Africa,"82,325"
202204,8542,Electronic integrated circuits.,301,Belgium,"937,123"
202204,8542,Electronic integrated circuits.,302,Denmark,"110,569"
202204,8542,Electronic integrated circuits.,303,United Kingdom,"2,843,291"
202204,8542,Electronic integrated circuits.,304,Germany,"133,756,402"
202204,8542,Electronic integrated circuits.,305,France,"53,636,722"
202204,8542,Electronic integrated circuits.,306,Ireland,"580,817,406"
202204,8542,Electronic integrated circuits.,307,Italy,"5,792,796"
202204,8542,Electronic integrated circuits.,309,Netherlands,"6,393,308"
202204,8542,Electronic integrated circuits.,311,Portugal,"23,039,186"
202204,8542,Electronic integrated circuits.,312,Spain,"432,541"
202204,8542,Electronic integrated circuits.,315,Austria,"9,645,585"
202204,8542,Electronic integrated circuits.,316,Bulgaria,"36,575"
202204,8542,Electronic integrated circuits.,318,Finland,"1,515,881"
202204,8542,Electronic integrated circuits.,321,Hungary,"1,904,427"
202204,8542,Electronic integrated circuits.,324,Malta,"36,588,887"
202204,8542,Electronic integrated circuits.,325,Monaco,"34,921"
202204,8542,Electronic integrated circuits.,326,Norway,"2,012,415"
202204,8542,Electronic integrated circuits.,327,Poland,"126,491"
202204,8542,Electronic integrated circuits.,328,Romania,"6,103"
202204,8542,Electronic integrated circuits.,330,Sweden,"3,024,099"
202204,8542,Electronic integrated circuits.,331,Switzerland,"8,136,832"
202204,8542,Electronic integrated circuits.,334,Estonia,"17,875"
202204,8542,Electronic integrated circuits.,336,Lithuania,"15,063"
202204,8542,Electronic integrated circuits.,338,Armenia(Before 2023),174
202204,8542,Electronic integrated circuits.,340,Belarus,"1,576,686"
202204,8542,Electronic integrated circuits.,344,Russia,"1,056,150"
202204,8542,Electronic integrated circuits.,350,Slovenia,"109,556"
202204,8542,Electronic integrated circuits.,351,Croatia,"3,007"
202204,8542,Electronic integrated circuits.,352,"Czechia(Czech Republic)","1,871,156"
202204,8542,Electronic integrated circuits.,353,Slovakia,"70,535"
202204,8542,Electronic integrated circuits.,354,North Macedonia,"3,750"
202204,8542,Electronic integrated circuits.,359,Montenegro,"1,293"
202204,8542,Electronic integrated circuits.,401,Antigua and Barbuda,"3,223"
202204,8542,Electronic integrated circuits.,410,Brazil,"7,363"
202204,8542,Electronic integrated circuits.,413,Colombia,"1,602"
202204,8542,Electronic integrated circuits.,415,Costa Rica,"59,996,812"
202204,8542,Electronic integrated circuits.,429,Mexico,"215,079,993"
202204,8542,Electronic integrated circuits.,432,Panama,"14,023"
202204,8542,Electronic integrated circuits.,435,Puerto Rico,"2,746"
202204,8542,Electronic integrated circuits.,439,Saint Vincent and the Grenadines,4
202204,8542,Electronic integrated circuits.,440,El Salvador,"17,208"
202204,8542,Electronic integrated circuits.,444,Uruguay,"1,790"
202204,8542,Electronic integrated circuits.,501,Canada,"18,991,390"
202204,8542,Electronic integrated circuits.,502,United States,"935,371,826"
202204,8542,Electronic integrated circuits.,601,Australia,"105,878"
202204,8542,Electronic integrated circuits.,609,New Zealand,"425,384"
202204,8542,Electronic integrated circuits.,610,Norfolk Island,108
202204,8542,Electronic integrated circuits.,701,"Countries(Territories)Unknown","83,841"
202205,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories.",110,"Hong Kong,China","3,647,426"
202205,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories.",111,India,"241,362"
202205,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories.",112,Indonesia,"2,598"
202205,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories.",115,Israel,"1,036,340"
202205,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories.",116,Japan,"718,080,500"
202205,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories.",122,Malaysia,"127,176,681"
202205,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories.",129,Philippines,"498,694"
202205,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories.",132,Singapore,"436,681,386"
202205,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories.",133,Republic of Korea,"362,530,495"
202205,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories.",134,Sri Lanka,"26,806"
202205,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories.",136,Thailand,"2,310,236"
202205,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories.",141,Viet Nam,"22,904,241"
202205,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories.",142,China,"41,622,119"
202205,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories.",143,"Taiwan,China","319,706,881"
202205,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories.",301,Belgium,"1,072,515"
202205,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories.",302,Denmark,"1,076"
202205,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories.",303,United Kingdom,"13,710,650"
202205,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories.",304,Germany,"81,960,587"
202205,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories.",305,France,"4,096,149"
202205,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories.",306,Ireland,24
202205,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories.",307,Italy,"5,603,792"
