"","I_COMMODITY","value","tariff_val","effective_tariff","round_tariff","I_COMMODITY_LDESC"
"168","3004",1482003521,0,0,0,"MEDICAMENTS (EXCEPT VACCINES ETC., BANDAGES OR PHARMACEUTICALS), OF PRODUCTS (MIXED OR NOT) FOR THERAPEUTIC ETC. USES, IN DOSAGE OR RETAIL SALE FORM"
"169","3005",8593001,859300.1,0.1,0.1,"BANDAGES AND SIMILAR ARTICLES, IMPREGNATED OR COATED WITH PHARMACEUTICALS OR PUT UP FOR RETAIL SALE FOR MEDICAL, SURGICAL, DENTAL OR VETERINARY USES"
"170","3006",117317922,11715045.1,0.0998572502844024,0.1,"PHARMACEUTICAL GOODS OF SPECIFIED IN NOTE 4 TO CHAPTER 30"
"171","3101",4321212,432121.2,0.1,0.1,"ANIMAL OR VEGETABLE FERTILIZERS, INCLUDING MIXED OR CHEMICALLY TREATED; FERTILIZERS MADE BY MIXING OR CHEMICALLY TREATING ANIMAL OR VEGETABLE PRODUCTS"
"172","3102",35006,3500.6,0.1,0.1,"MINERAL OR CHEMICAL FERTILIZERS, NITROGENOUS"
"173","3103",173153473,17315347.3,0.1,0.1,"MINERAL OR CHEMICAL FERTILIZERS, PHOSPHATIC"
"174","3104",101275479,0,0,0,"MINERAL OR CHEMICAL FERTILIZERS, POTASSIC"
"175","3105",38997114,2564836.4,0.0657699028702483,0.07,"MINERAL OR CHEMICAL FERTILIZERS WITH TWO OF THE THREE FERTILIZER ELEMENTS; FERTILIZERS NESOI; FERTILIZERS IN PACKS ETC. NOT OVER 10 KG GROSS WEIGHT"
"176","3203",13272470,480,3.61650845697899e-05,0,"COLORING MATTER OF VEGETABLE OR ANIMAL ORIGIN AND PREPARATIONS BASED THEREON"
"177","3204",274689,27468.9,0.1,0.1,"SYNTHETIC ORGANIC COLORING MATTER AND PREPARATIONS BASED THEREON; SYNTHETIC ORGANIC PRODUCTS USED AS FLUORESCENT BRIGHTENING AGENTS OR AS LUMINOPHORES"
"178","3206",3302829,175446.2,0.0531199768440934,0.05,"COLORING MATTER NESOI; COLORING PREPARATIONS NESOI; INORGANIC PRODUCTS USED AS LUMINOPHORES"
"179","3208",386698,38669.8,0.1,0.1,"PAINTS AND VARNISHES BASED ON SYNTHETIC POLYMERS OR CHEMICALLY MODIFIED NATURAL POLYMERS IN A NONAQUEOUS MEDIUM; SOLUTIONS BASED ON SPECIFIED POLYMERS"
"180","3209",55280,5528,0.1,0.1,"PAINTS AND VARNISHES BASED ON SYNTHETIC POLYMERS OR CHEMICALLY MODIFIED NATURAL POLYMERS IN AN AQUEOUS MEDIUM"
"181","3212",136548,13654.8,0.1,0.1,"PIGMENTS DISPERSED IN NONAQUEOUS MEDIA, IN LIQUID OR PASTE FORM, FOR PAINT MANUFACTURE; STAMPING FOILS; DYES AND OTHER COLORS PACKAGED FOR RETAIL SALE"
"182","3214",617159,61715.9,0.1,0.1,"GLAZIERS' PUTTY, CAULKING COMPOUNDS AND OTHER MASTICS; PAINTERS' FILLINGS; NONREFRACTORY SURFACING PREPARATIONS FOR FACADES, INDOOR WALLS, FLOORS ETC."
"183","3215",61255817,6125581.7,0.1,0.1,"PRINTING INK, WRITING OR DRAWING INK AND OTHER INKS, WHETHER OR NOT CONCENTRATED OR SOLID"
"184","3301",5867890,586789,0.1,0.1,"ESSENTIAL OILS, CONCRETES AND ABSOLUTES; RESINOID;EXTRACTED OLEORESINS; CONCEN OF ESSEN OILS AND TERPENIC BY PRODS; AQUEOUS SOLUTNS ETC. OF ESSEN OIL"
"185","3302",1870579,187057.9,0.1,0.1,"MIXTURES OF ODORIFEROUS SUBSTANCES AND MIXTURES BASED ON ONE OR MORE ODORIFEROUS SUBSTANCES, OF A KIND USED AS RAW MATERIALS IN INDUSTRY OR BEV MFG"
"186","3303",9485664,948566.4,0.1,0.1,"PERFUMES AND TOILET WATERS"
"187","3304",45599787,4559978.7,0.1,0.1,"BEAUTY OR MAKE-UP AND SKIN-CARE PREPARATIONS (OTHER THAN MEDICAMENTS), INCLUDING SUNSCREENS ETC.; MANICURE OR PEDICURE PREPARATIONS"
"188","3305",108752223,10875222.3,0.1,0.1,"PREPARATIONS FOR USE ON THE HAIR"
"189","3306",311319,31131.9,0.1,0.1,"PREPARATIONS FOR ORAL OR DENTAL HYGIENE, INCLUDING DENTURE FIXATIVE PASTES AND POWDERS; DENTAL FLOSS YARN"
"190","3307",2792226,279222.6,0.1,0.1,"PERSONAL PERFUMERY, COSMETIC OR TOILET PREPARATIONS NESOI, INCLUDING SHAVING AND BATH PREPARATIONS AND DEODORANTS ETC.; PREPARED ROOM DEODORIZERS"
"191","3401",13864315,1386431.5,0.1,0.1,"SOAP; ORGANIC SURFACE-ACTIVE PRODUCTS FOR USE AS SOAP, IN BARS, CAKES ETC.; PAPER, WADDING, FELT ETC., IMPREGNATED OR COATED WITH SOAP OR DETERGENT"
"192","3402",13737326,1352327.8,0.0984418510560207,0.1,"ORGANIC SURFACE-ACTIVE AGENTS (OTHER THAN SOAP); SURFACE-ACTIVE, WASHING, AND CLEANING PREPARATIONS, WHETHER OR NOT CONTAINING SOAP, NESOI"
"193","3403",42364,4236.4,0.1,0.1,"LUBRICATING PREPARATIONS; ANTIRUST ETC. PREPARATIONS BASED ON LUBRICANTS; PREPARATIONS FOR THE OIL OR GREASE TREATMENT OF TEXTILES, LEATHER, FURS ETC."
"194","3404",17966,1796.6,0.1,0.1,"ARTIFICIAL WAXES AND PREPARED WAXES"
"195","3405",154605,15460.5,0.1,0.1,"POLISHES AND CREAMS, FOR FOOTWEAR, FURNITURE, FLOORS, COACHWORK, GLASS OR METAL; SCOURING PASTES, POWDERS AND PREPARATIONS NESOI"
"196","3406",1316254,131625.4,0.1,0.1,"CANDLES, TAPERS AND THE LIKE"
"197","3407",8000,800,0.1,0.1,"MODELING PASTES, INCLUDING THOSE FOR CHILDREN; DENTAL IMPRESSION COMPOUNDS; PREPARATIONS FOR USE IN DENTISTRY, WITH A BASIS OF PLASTER"
"198","3502",346900,34690,0.1,0.1,"ALBUMINS (INCL CNCENTRTES TWO/MORE WHEY PROTEINS, CNTNG BY WEIGHT MORE THN 80% WHEY PROTEINS CALCULATED ON DRY MATTR), ALBUMINATES & OTH ALBUMIN DERIV"
"199","3504",1465970,146597,0.1,0.1,"PEPTONES AND DERIVATIVES; OTHER PROTEINS AND DERIVATIVES, NESOI; HIDE POWDER, CHROMED OR NOT"
"200","3505",39075,3907.5,0.1,0.1,"DEXTRINS AND OTHER MODIFIED STARCHES; GLUES BASED ON STARCHES, OR ON DEXTRINS OR OTHER MODIFIED STARCHES"
"201","3506",51042,5104.2,0.1,0.1,"PREPARED GLUES AND ADHESIVES NESOI; PRODUCTS SUITABLE FOR USE AS GLUES OR ADHESIVES, PACKAGED FOR RETAIL SALE, WITH NET WEIGHT NOT OVER 1 KG (2.2 LBS)"
"202","3507",13520628,1352062.8,0.1,0.1,"ENZYMES; PREPARED ENZYMES NESOI"
"203","3602",426795,42679.5,0.1,0.1,"PREPARED EXPLOSIVES, OTHER THAN PROPELLENT POWDERS"
"204","3603",706907,70690.7,0.1,0.1,"SAFETY FUSES; DETONATING CORDS; PERCUSSION OR DETONATING CAPS; IGNITERS; ELECTRIC DETONATORS"
"205","3604",3520,352,0.1,0.1,"FIREWORKS, SIGNALLING FLARES, RAIN ROCKETS, FOG SIGNALS AND OTHER PYROTECHNIC ARTICLES"
"206","3705",107700,10770,0.1,0.1,"PHOTOGRAPHIC PLATES AND FILM (OTHER THAN MOTION-PICTURE FILM), EXPOSED AND DEVELOPED"
"207","3802",25639,2563.9,0.1,0.1,"ACTIVATED CARBON; ACTIVATED NATURAL MINERAL PRODUCTS; ANIMAL BLACK, INCLUDING SPENT ANIMAL BLACK"
"208","3808",78709889,7869254.4,0.0999779633789091,0.1,"INSECTICIDES, RODENTICIDES, FUNGICIDES, HERBICIDES, ANTISPROUTING PRODUCTS ETC., PACKAGED FOR RETAIL SALE OR AS PREPARATIONS OR ARTICLES"
"209","3809",636689,63668.9,0.1,0.1,"FINISHING AGENTS, DYE CARRIERS AND OTHER PREPARATIONS (DRESSINGS, MORDANTS ETC.) USED IN THE TEXTILE, PAPER, LEATHER OR LIKE INDUSTRIES, NESOI"
"210","3811",8120,812,0.1,0.1,"ANTIKNOCK PREPARATIONS AND OTHER ADDITIVES FOR MINERAL OILS (INCLUDING GASOLINE) OR FOR OTHER LIQUIDS USED FOR THE SAME PURPOSES AS MINERAL OILS"
"211","3812",100775,10077.5,0.1,0.1,"PREPARED RUBBER ACCELERATORS: COMPOUND PLASTICIZERS NESOI AND ANTIOXIDIZING PREPARATIONS AND OTHER COMPOUND STABILIZERS FOR RUBBER OR PLASTICS"
"212","3814",12178,1217.8,0.1,0.1,"ORGANIC COMPOSITE SOLVENTS AND THINNERS, NESOI; PREPARED PAINT OR VARNISH REMOVERS"
"213","3815",2037,203.7,0.1,0.1,"REACTION INITIATORS, REACTION ACCELERATORS AND CATALYTIC PREPARATIONS NESOI"
"214","3818",995184,0,0,0,"CHEMICAL ELEMENTS DOPED FOR USE IN ELECTRONICS, IN THE FORM OF DISCS, WAFERS OR SIMILAR FORMS; CHEMICAL COMPOUNDS DOPED FOR USE IN ELECTRONICS"
"215","3819",34650,3465,0.1,0.1,"HYDRAULIC BRAKE FLUIDS AND PREPARED LIQUIDS FOR HYDRAULIC TRANSMISSION, WITH LESS THAN 70% (IF ANY) BY WEIGHT OF PETROLEUM OR BITUMINOUS MINERAL OILS"
"216","3820",394684,39468.4,0.1,0.1,"ANTIFREEZING PREPARATIONS AND PREPARED DEICING FLUIDS"
"217","3821",26273138,2627313.8,0.1,0.1,"PREPARED CULTURE MEDIA FOR DEVELOPMENT OF MICROORGANISMS"
"218","3822",7081856,708185.6,0.1,0.1,"DIAGNOSTIC OR LAB REAGENTS ON A BACKING, PREP DIAGNOS OR LAB REAG WHETHER OR NOT ON A BACKING, WHETHER OR NOT KITS, EXC HEAD 3006; CERT REF MATERIALS"
"219","3823",1008625,100862.5,0.1,0.1,"INDUSTRIAL MONOCARBOXYLIC FATTY ACIDS; ACID OILS FROM REFINING; INDUSTRIAL FATTY ALCOHOLS"
"220","3824",11220667,288592.9,0.0257197633616611,0.03,"BINDERS MADE FOR FOUNDRY MOLDS OR CORES; CHEMICAL PRODUCTS AND PREPARATIONS, INCLUDING RESIDUAL PRODUCTS, OF THE CHEMICAL OR ALLIED INDUSTRIES, NESOI"
"221","3827",63087,6308.7,0.1,0.1,"MIXTURES CONTAINING HALOGENATED DERIVATIVES OF METHANE, ETHANE OR PROPANE, NOT ELSEWHERE SPECIFIED OR INCLUDED"
"222","3901",27286093,818122.9,0.0299831456266018,0.03,"POLYMERS OF ETHYLENE, IN PRIMARY FORMS"
"223","3902",16438682,1532528.8,0.0932269874190644,0.09,"POLYMERS OF PROPYLENE OR OF OTHER OLEFINS, IN PRIMARY FORMS"
"224","3903",5050095,505009.5,0.1,0.1,"POLYMERS OF STYRENE, IN PRIMARY FORMS"
"225","3904",1909085,190806.5,0.0999465712631968,0.1,"POLYMERS OF VINYL CHLORIDE OR OF OTHER HALOGENATED OLEFINS, IN PRIMARY FORMS"
"226","3905",39576,3878.7,0.0980063674954518,0.1,"POLYMERS OF VINYL ACETATE OR OF OTHER VINYL ESTERS, IN PRIMARY FORMS; VINYL POLYMERS NESOI, IN PRIMARY FORMS"
"227","3906",7121493,620883.1,0.0871844007991021,0.09,"ACRYLIC POLYMERS, IN PRIMARY FORMS"
"228","3907",18579315,608943.5,0.0327753472073647,0.03,"POLYACETALS, OTHER POLYETHERS AND EPOXIDE RESINS, IN PRIMARY FORMS; POLYCARBONATES, ALKYDS, POLYALLYL ESTERS AND OTHER POLYESTERS, IN PRIMARY FORMS"
"229","3908",4093565,0,0,0,"POLYAMIDES, IN PRIMARY FORMS"
"230","3909",156852,15685.2,0.1,0.1,"AMINO-RESINS, PHENOLIC RESINS AND POLYURETHANES, IN PRIMARY FORMS"
"231","3910",71068,0,0,0,"SILICONES, IN PRIMARY FORMS"
"232","3911",30400,0,0,0,"PETROLEUM RESINS, COUMARONE-INDENE RESINS, POLYTERPENES, POLYSULFIDES, POLYSULFONES AND OTHER SPECIFIC SYNTHETIC POLYMERS NESOI, IN PRIMARY FORMS"
"233","3912",37499,0,0,0,"CELLULOSE AND ITS CHEMICAL DERIVATIVES NESOI, IN PRIMARY FORMS"
"234","3913",8854361,4738.6,0.000535171312757634,0,"NATURAL POLYMERS AND MODIFIED NATURAL POLYMERS (INCLUDING HARDENED PROTEINS AND CHEMICAL DERIVATIVES OF NATURAL RUBBER), NESOI, IN PRIMARY FORMS"
"235","3916",700199,70019.9,0.1,0.1,"MONOFILAMENT WITH A CROSS-SECTIONAL DIMENSION OVER 1 MM, RODS, STICKS AND PROFILE SHAPES, NOT MORE THAN SURFACE-WORKED, OF PLASTICS"
"236","3917",16523410,1652341,0.1,0.1,"TUBES, PIPES AND HOSES, AND FITTINGS THEREFOR (INCLUDING JOINTS, ELBOWS AND FLANGES), OF PLASTICS"
"237","3918",545358,54535.8,0.1,0.1,"FLOOR COVERINGS, IN ROLLS OR TILES, OF PLASTICS; WALL OR CEILING COVERINGS, IN ROLLS NOT UNDER 45 CM (18 IN.) IN WIDTH, OF PLASTICS"
"238","3919",14629429,1462942.9,0.1,0.1,"SELF-ADHESIVE PLATES, SHEETS, FILM, FOIL, TAPE AND OTHER FLAT SHAPES, OF PLASTICS"
"239","3920",125111535,12511153.5,0.1,0.1,"PLATES, SHEETS, FILM, FOIL AND STRIP, EXCEPT SELF-ADHESIVE, OF PLASTICS, NON-CELLULAR, NOT REINFORCED, LAMINATED ETC. OR COMBINED WITH OTHER MATERIALS"
"240","3921",43854460,4385446,0.1,0.1,"PLATES, SHEETS, FILM, FOIL AND STRIP NESOI, OF PLASTICS"
"241","3922",18282,1828.2,0.1,0.1,"BATHS, SHOWER BATHS, SINKS, WASHBASINS, BIDETS, LAVATORY PANS, SEATS AND COVERS, FLUSHING CISTERNS AND SIMILAR SANITARY WARE, OF PLASTICS"
"242","3923",80596057,8059605.7,0.1,0.1,"ARTICLES FOR THE CONVEYANCE OR PACKING OF GOODS, OF PLASTICS; STOPPERS, LIDS, CAPS AND OTHER CLOSURES, OF PLASTICS"
"243","3924",40743018,4074301.8,0.1,0.1,"TABLEWARE, KITCHENWARE, OTHER HOUSEHOLD ARTICLES AND TOILET ARTICLES OF PLASTICS"
"244","3925",5768662,576866.2,0.1,0.1,"BUILDERS' WARE OF PLASTICS, NESOI"
"245","3926",254481183,25448118.3,0.1,0.1,"ARTICLES OF PLASTICS AND ARTICLES OF POLYMERS AND RESINS OF HEADINGS 3901 TO 3914, NESOI"
"246","4002",151690,15169,0.1,0.1,"SYNTHETIC RUBBER AND FACTICE IN PRIMARY FORMS ETC.; MIXTURES OF NATURAL RUBBER OR GUMS WITH SYNTHETIC RUBBER OR FACTICE, IN PRIMARY FORMS ETC."
"247","4003",2362,236.2,0.1,0.1,"RECLAIMED RUBBER IN PRIMARY FORMS OR IN PLATES, SHEETS OR STRIP"
"248","4005",18400,1840,0.1,0.1,"COMPOUNDED RUBBER, UNVULCANIZED, IN PRIMARY FORMS OR IN PLATES, SHEETS OR STRIP"
"249","4006",1924,192.4,0.1,0.1,"RODS, TUBES, PROFILE SHAPES AND OTHER FORMS NESOI, OF UNVULCANIZED RUBBER; ARTICLES (INCLUDING DISCS AND RINGS) OF UNVULCANIZED RUBBER"
"250","4008",144927,14492.7,0.1,0.1,"PLATES, SHEETS, STRIP, RODS AND PROFILE SHAPES OF VULCANIZED RUBBER OTHER THAN HARD RUBBER"
"251","4009",56747,5674.7,0.1,0.1,"TUBES, PIPES AND HOSES, OF UNHARDENED VULCANIZED RUBBER"
"252","4010",114022,11402.2,0.1,0.1,"CONVEYOR OR TRANSMISSION BELTS OR BELTING, OF VULCANIZED RUBBER"
"253","4011",24585587,2512835.45,0.102207665409819,0.1,"NEW PNEUMATIC TIRES, OF RUBBER"
"254","4012",404316,76654.95,0.18959168076455,0.19,"RETREADED OR USED PNEUMATIC TIRES OF RUBBER; SOLID OR CUSHION TIRES, TIRE TREADS AND TIRE FLAPS, OF RUBBER"
"255","4014",3150,315,0.1,0.1,"HYGIENIC OR PHARMACEUTICAL ARTICLES, OF UNHARDENED VULCANIZED RUBBER, WITH OR WITHOUT FITTINGS OF HARDENED RUBBER"
"256","4015",26611,2661.1,0.1,0.1,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES (INCLUDING GLOVES, MITTENS AND MITTS), FOR ALL PURPOSES, OF UNHARDENED VULCANIZED RUBBER"
"257","4016",2549016,255135,0.100091564744984,0.1,"ARTICLES NESOI, OF UNHARDENED VULCANIZED RUBBER"
"258","4017",10071,1007.1,0.1,0.1,"HARD RUBBER (FOR EXAMPLE, EBONITE) IN ALL FORMS, INCLUDING WASTE AND SCRAP; ARTICLES OF HARD RUBBER"
"259","4113",3750,375,0.1,0.1,"LEATHER FURTHER PREPED AFTER TANNING/CRUSTING, INCLUDING PARCHEMENT-DRESSED LEATHER, OF OTHER ANIMALS, W/O WOOL/ HAIR ON, WHETHER/ NT SPLIT,NT HD 4114"
"260","4201",532097,53209.7,0.1,0.1,"SADDLERY AND HARNESS FOR ANY ANIMAL (INCLUDING TRACES, LEADS, KNEE PADS, MUZZLES, SADDLE CLOTHS, SADDLE BAGS, DOG COATS AND THE LIKE), OF ANY MATERIAL"
"261","4202",5182413,518241.3,0.1,0.1,"TRAVEL GOODS, VANITY CASES, BINOCULAR AND CAMERA CASES, HANDBAGS, WALLETS, CUTLERY CASES AND SIMILAR CONTAINERS, OF VARIOUS SPECIFIED MATERIALS"
"262","4203",22284,2228.4,0.1,0.1,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, OF LEATHER OR COMPOSITION LEATHER"
"263","4205",48824,4882.4,0.1,0.1,"ARTICLES OF LEATHER OR COMPOSITION LEATHER, NESOI"
"264","4303",16452,1645.2,0.1,0.1,"ARTICLES OF APPAREL, CLOTHING ACCESSORIES AND OTHER ARTICLES OF FURSKIN"
"265","4401",3600,0,0,0,"FUEL WOOD IN LOGS, FAGGOTS ETC.; WOOD IN CHIPS OR PARTICLES; SAWDUST AND WOOD SCRAP, WHETHER OR NOT AGGLOMERATED IN LOGS, BRIQUETTES OR OTHER FORMS"
"266","4412",7500,0,0,0,"PLYWOOD, VENEERED PANELS AND SIMILAR LAMINATED WOOD"
"267","4413",5000,0,0,0,"DENSIFIED WOOD, IN BLOCKS, PLATES, STRIPS OR PROFILE SHAPES"
"268","4415",1016519,101651.9,0.1,0.1,"PACKING CASES, CRATES, DRUMS AND SIMILAR PACKINGS OF WOOD; CABLE-DRUMS OF WOOD; PALLETS AND OTHER LOAD BOARDS OF WOOD; PALLET COLLARS OF WOOD"
"269","4417",3415,341.5,0.1,0.1,"TOOLS, TOOL BODIES, TOOL HANDLES, BROOM OR BRUSH BODIES AND HANDLES, OF WOOD; BOOT OR SHOE LASTS AND TREES OF WOOD"
"270","4418",3283,328.3,0.1,0.1,"BUILDERS' JOINERY AND CARPENTRY OF WOOD, INCLUDING CELLULAR WOOD PANELS, ASSEMBLED PARQUET PANELS, SHINGLES AND SHAKES"
"271","4419",15484,1548.4,0.1,0.1,"TABLEWARE AND KITCHENWARE, OF WOOD"
"272","4420",2402624,240262.4,0.1,0.1,"WOOD MARQUETRY AND INLAID WOOD; CASES ETC. FOR JEWELRY OR CUTLERY AND SIMILAR ARTICLES, STATUETTES AND OTHER ORNAMENTS, OF WOOD; WOOD FURNITURE NESOI"
"273","4421",161334,16133.4,0.1,0.1,"ARTICLES OF WOOD, NESOI"
"274","4602",6300,630,0.1,0.1,"BASKETWORK, WICKERWORK AND OTHER ARTICLES, MADE DIRECTLY TO SHAPE FROM PLAITING MATERIALS OR FROM PRODUCTS OF PLAITING MATERIALS; ARTICLES OF LOOFAH"
"275","4802",33586380,3358638,0.1,0.1,"PAPER AND PAPERBOARD, UNCOATED, FOR WRITING, PRINTING ETC., PUNCH CARD STOCK AND PUNCH TAPE PAPER, IN ROLLS OR SHEETS; HANDMADE PAPER AND PAPERBOARD"
"276","4804",31505,3150.5,0.1,0.1,"KRAFT PAPER AND PAPERBOARD, UNCOATED, NESOI, IN ROLLS OR SHEETS"
"277","4805",6828990,682899,0.1,0.1,"PAPER AND PAPERBOARD, UNCOATED, NESOI, IN ROLLS OR SHEETS, NOT FURTHER WORKED OR PROCESSED THAN AS SPECIFIED IN NOTE 2 TO CHAPTER 48"
"278","4806",185235,18523.5,0.1,0.1,"VEGETABLE PARCHMENT, GREASEPROOF PAPERS, TRACING PAPERS, GLASSINE AND OTHER GLAZED TRANSPARENT OR TRANSLUCENT PAPERS, IN ROLLS OR SHEETS"
"279","4810",597079,59707.9,0.1,0.1,"PAPER AND PAPERBOARD, COATED ON ONE OR BOTH SIDES WITH KAOLIN (CHINA CLAY) OR OTHER INORGANIC SUBSTANCES (WITH NO OTHER COATING), IN ROLLS OR SHEETS"
"280","4811",728098,72809.8,0.1,0.1,"PAPER, PAPERBOARD, CELLULOSE WADDING AND WEBS, COATED, IMPREGNATED, SURFACE-COLORED, SURFACE-DECORATED OR PRINTED, NESOI, IN ROLLS OR SHEETS"
"281","4814",5890,589,0.1,0.1,"WALLPAPER AND SIMILAR WALLCOVERINGS; WINDOW TRANSPARENCIES OF PAPER"
"282","4816",3840,384,0.1,0.1,"CARBON PAPER, SELF-COPY PAPER AND OTHER COPYING OR TRANSFER PAPERS, NESOI (NOT OVER 36 CM WIDE), DUPLICATOR STENCILS AND OFFSET PLATES OF PAPER"
"283","4817",1891894,189189.4,0.1,0.1,"ENVELOPES, LETTER CARDS, POSTCARDS, ETC. OF PAPER OR PAPERBOARD; BOXES, WALLETS ETC. OF PAPER OR PAPERBOARD, WITH AN ASSORTMENT OF PAPER STATIONARY"
"284","4818",221479,22147.9,0.1,0.1,"TOILET PAPER, TOWELS AND SIMILAR HOUSEHOLD, SANITARY OR HOSPITAL ARTICLES, ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, OF PAPER, PULP, WADDING ETC"
"285","4819",3908463,390846.3,0.1,0.1,"CARTONS, BAGS AND OTHER PACKING CONTAINERS OF PAPER, PAPERBOARD, CELLULOSE WADDING ETC.; OFFICE BOX FILES, LETTER TRAYS, ETC. OF PAPER OR PAPERBOARD"
"286","4820",341291,33829.1,0.0991209847315048,0.1,"REGISTERS, NOTE BOOKS, LETTER PADS AND SIMILAR ARTICLES, BLOTTING PADS, BINDERS, FOLDERS AND OTHER ARTICLES OF STATIONARY, OF PAPER OR PAPERBOARD"
"287","4821",3273268,327326.8,0.1,0.1,"LABELS OF ALL KINDS, OF PAPER OR PAPERBOARD, WHETHER OR NOT PRINTED"
"288","4822",11008,1100.8,0.1,0.1,"BOBBINS, SPOOLS, COPS AND SIMILAR SUPPORTS OF PAPER PULP, PAPER OR PAPERBOARD"
"289","4823",1867056,186705.6,0.1,0.1,"PAPER, PAPERBOARD, CELLULOSE WADDING AND WEBS, CUT TO SIZE OR SHAPE NESOI; ARTICLES OF PAPER PULP, PAPER, PAPERBOARD, CELLULOSE WADDING OR WEBS NESOI"
"290","4901",17963860,0,0,0,"PRINTED BOOKS, BROCHURES, LEAFLETS AND SIMILAR PRINTED MATTER"
"291","4902",230036,0,0,0,"NEWSPAPERS, JOURNALS AND PERIODICALS, WHETHER OR NOT ILLUSTRATED OR CONTAINING ADVERTISING MATERIAL"
"292","4903",2496,0,0,0,"CHILDREN'S PICTURE, DRAWING OR COLORING BOOKS"
"293","4904",6000,0,0,0,"MUSIC, PRINTED OR IN MANUSCRIPT, WHETHER OR NOT BOUND OR ILLUSTRATED"
"294","4905",24698,0,0,0,"MAPS AND HYDROGRAPHIC OR SIMILAR CHARTS OF ALL KINDS, INCLUDING ATLASES, WALL MAPS, TOPOGRAPHICAL PLANS AND GLOBES, PRINTED"
"295","4906",122062,0,0,0,"PLANS AND DRAWINGS FOR ARCHITECTURAL, ENGINEERING, INDUSTRIAL, COMMERCIAL, TOPOGRAPHICAL OR SIMILAR PURPOSES, ORIGINALS AND SPECIFIC REPRODUCTIONS"
"296","4907",66697,6669.7,0.1,0.1,"UNUSED POSTAGE, REVENUE OR SIMILAR STAMPS OF CURRENT OR NEW ISSUE IN THE COUNTRY IN WHICH THEY HAVE, OR WILL HAVE, A RECOGNISED FACE VALUE"
"297","4908",115324,11532.4,0.1,0.1,"TRANSFERS (DECALCOMANIAS, EXCEPT TOY)"
"298","4909",67521,6752.1,0.1,0.1,"PRINTED OR ILLUSTRATED POST CARDS, GREETING CARDS, MESSAGES OR ANNOUNCEMENTS, WITH OR WITHOUT ENVELOPES OR TRIMMINGS"
"299","4910",356185,35618.5,0.1,0.1,"CALENDARS OF ANY KIND, PRINTED, INCLUDING CALENDAR BLOCKS"
"300","4911",3648565,35987,0.00986332982967276,0.01,"PRINTED MATTER NESOI, INCLUDING PRINTED PICTURES AND PHOTOGRAPHS"
"301","5006",2000,200,0.1,0.1,"SILK YARN AND YARN SPUN FROM SILK WASTE, PUT UP FOR RETAIL SALE; SILK WORM GUT"
"302","5101",1800,180,0.1,0.1,"WOOL, NOT CARDED OR COMBED"
"303","5201",605,60.5,0.1,0.1,"COTTON, NOT CARDED OR COMBED"
"304","5204",1470,147,0.1,0.1,"COTTON SEWING THREAD, WHETHER OR NOT PUT UP FOR RETAIL SALE"
"305","5205",197297,19729.7,0.1,0.1,"COTTON YARN (OTHER THAN SEWING THREAD), CONTAINING 85% (BY WT.) OR MORE COTTON, NOT PUT UP FOR RETAIL SALE"
"306","5209",247010,24701,0.1,0.1,"WOVEN FABRICS OF COTTON, CONTAINING 85% OR MORE COTTON BY WEIGHT, WEIGHING MORE THAN 200 G/M2"
"307","5210",1060,106,0.1,0.1,"WOVEN FABRICS OF COTTON, CONTAINING LESS THAN 85% COTTON BY WEIGHT, MIXED MAINLY OR SOLELY WITH MANMADE FIBERS, WEIGHING NOT MORE THAN 200 G/M2"
"308","5212",8963,896.3,0.1,0.1,"WOVEN FABRICS OF COTTON (CONTAINING LESS THAN 85% COTTON BY WEIGHT, MIXED MAINLY OR SOLELY WITH OTHER THAN MANMADE FIBERS) NESOI"
"309","5303",600,60,0.1,0.1,"JUTE AND OTHER TEXTILE BAST FIBERS NESOI, RAW OR PROCESSED BUT NOT SPUN; TOW AND WASTE OF THESE FIBERS (INCLUDING YARN WASTE AND GARNETTED STOCK)"
"310","5402",7678009,767800.9,0.1,0.1,"SYNTHETIC FILAMENT YARN (OTHER THAN SEWING THREAD), NOT PUT UP FOR RETAIL SALE, INCLUDING SYNTHETIC MONOFILAMENTS OF LESS THAN 67 DECITEX"
"311","5407",158192,15819.2,0.1,0.1,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING THOSE OF MONOFILAMENTS 67 DECITEX OR MORE, NOT OVER 1 MM CROSS-SECTION AND OF STRIP NOT OVER 5 MM"
"312","5408",1200,120,0.1,0.1,"WOVEN FABRICS OF ARTIFICIAL FILAMENT YARN, INCLUDING THOSE OF MONOFILAMENTS 67 DECITEX OR MORE, NOT OVER 1 MM CROSS-SECTION AND OF STRIP NOT OVER 5 MM"
"313","5504",4541,454.1,0.1,0.1,"ARTIFICIAL STAPLE FIBERS, NOT CARDED, COMBED OR OTHERWISE PROCESSED FOR SPINNING"
"314","5512",5226,522.6,0.1,0.1,"WOVEN FABRICS OF SYNTHETIC STAPLE FIBERS, CONTAINING 85% OR MORE BY WEIGHT OF SYNTHETIC STAPLE FIBERS"
